id,theme_id,category_id,start_m,investments_m,crowdfunding_m,experience_years,team_size,tech_investment,competitors,audience_reach,market_size,team_desc,tech_level,comp_level,social_impact_desc,demand_level
2275,Real Estate,Property,73500,140500,36018,16,48,144240,17,881454,18029619,новички,высокий,средняя конкуренция,низкое влияние,высокий спрос
2276,Healthcare,Biotech,44000,144500,23241,17,15,377430,36,502417,36087078,эксперты,низкий,высокая конкуренция,среднее влияние,низкий спрос
2277,Healthcare,FashionTech,91750,41500,37754,13,11,625069,78,654715,33962970,эксперты,высокий,средняя конкуренция,среднее влияние,высокий спрос
2278,Food,Medical,27000,173000,7896,17,18,998491,96,599095,67016242,новички,низкий,высокая конкуренция,высокое влияние,высокий спрос
2279,Biotech,Cybersecurity,67500,161000,10168,5,14,604044,31,255458,13028325,эксперты,высокий,низкая конкуренция,среднее влияние,высокий спрос
2280,Real Estate,Logistics,22000,179500,16625,5,44,192697,33,274080,18230938,средний опыт,средний,средняя конкуренция,среднее влияние,низкий спрос
2281,Travel,SpaceTech,11750,49500,35460,5,45,973913,84,613875,40362299,средний опыт,высокий,низкая конкуренция,низкое влияние,средний спрос
2282,Food,FashionTech,72500,33000,7007,13,42,151836,53,562779,92165558,эксперты,средний,высокая конкуренция,низкое влияние,низкий спрос
2283,Transportation,Property,32750,189000,3045,7,20,127796,38,714022,49627608,новички,средний,низкая конкуренция,высокое влияние,низкий спрос
2284,Energy,Biotech,60000,197000,18956,3,48,201597,93,420167,96728483,эксперты,высокий,высокая конкуренция,среднее влияние,высокий спрос
2285,Education,Biotech,5000,199500,2012,5,38,499599,74,531374,76147364,эксперты,высокий,средняя конкуренция,высокое влияние,высокий спрос
2286,Travel,FinTech,20750,25500,32392,9,46,719673,46,945908,5701713,эксперты,высокий,высокая конкуренция,высокое влияние,высокий спрос
2287,Space,Media,16750,194500,21958,4,35,483537,33,51492,60055697,новички,высокий,средняя конкуренция,среднее влияние,средний спрос
2288,Security,Media,60000,168500,29171,9,40,515018,2,468131,60381160,эксперты,низкий,низкая конкуренция,низкое влияние,низкий спрос
2289,Energy,Property,64750,24500,2472,5,37,568053,59,580860,83636484,новички,средний,средняя конкуренция,среднее влияние,высокий спрос
2290,Energy,SpaceTech,23250,68000,4476,2,44,196510,17,627433,29432102,новички,высокий,низкая конкуренция,среднее влияние,высокий спрос
2291,Technology,GreenTech,77250,133000,12989,5,19,94643,63,513680,8356185,эксперты,высокий,средняя конкуренция,среднее влияние,высокий спрос
2292,Finance,FoodTech,84750,86000,32278,9,1,522411,13,448159,89443115,эксперты,низкий,средняя конкуренция,среднее влияние,низкий спрос
2293,Space,FoodTech,67500,40500,15702,8,7,34094,74,10362,29567758,эксперты,низкий,средняя конкуренция,низкое влияние,высокий спрос
2294,Energy,Biotech,750,185000,13688,13,6,28133,47,177346,15352334,эксперты,высокий,средняя конкуренция,высокое влияние,низкий спрос
2295,Environment,Medical,30500,76500,41360,17,33,997464,93,490468,41814854,эксперты,высокий,высокая конкуренция,высокое влияние,средний спрос
2296,Security,Property,59750,138000,41200,5,7,934503,84,596495,35739385,эксперты,высокий,средняя конкуренция,среднее влияние,низкий спрос
2297,Finance,EnergyTech,65500,186000,23721,18,19,718633,7,868396,34837880,новички,низкий,средняя конкуренция,высокое влияние,низкий спрос
2298,Security,TravelTech,9500,179500,19480,6,18,263892,33,258923,60218986,эксперты,средний,низкая конкуренция,низкое влияние,низкий спрос
2299,Entertainment,Media,69250,17500,8846,2,37,468240,28,591003,55454736,эксперты,средний,низкая конкуренция,среднее влияние,низкий спрос
2300,Biotech,Logistics,83000,129500,19289,4,45,905345,76,33759,43132370,средний опыт,высокий,низкая конкуренция,низкое влияние,средний спрос
