id,theme,category,start_m,investments_m,crowdfunding_m,team_idx,tech_idx,comp_idx,social_idx,demand_idx
2792,Travel,AI,325265,6668735,2527125,6.2,4.0,7.6,4.9,9.1
2793,Travel,GreenTech,317317,5976124,2847211,3.7,4.8,8.3,9.8,9.3
2794,Real Estate,EnergyTech,167179,0,3026215,8.1,5.0,1.8,3.7,5.2
2795,Space,AI,845619,2700936,3653815,2.3,7.9,3.0,7.8,1.2
2796,Travel,Media,993789,7541256,0,3.6,5.9,8.1,7.9,3.3
2797,Fashion,Logistics,240286,8055912,4010253,2.4,7.7,5.2,6.8,7.5
2798,Food,Medical,395252,0,0,9.7,7.0,7.0,8.0,4.8
2799,Space,EdTech,642479,7340005,2903170,2.0,9.4,9.9,5.4,8.6
2800,Transportation,Property,914670,0,1890198,7.1,5.0,3.6,7.6,8.4
2801,Food,FinTech,828121,0,377217,6.8,8.9,9.1,4.8,2.0
2802,Technology,AI,537330,9391460,1347792,1.7,2.1,8.1,2.3,3.7
2803,Space,FinTech,432780,3401079,3105508,1.2,5.2,4.0,2.7,4.5
2804,Retail,TravelTech,770780,7303511,4346798,6.9,6.9,5.3,5.8,2.0
2805,Travel,FashionTech,941723,8334401,2283413,2.3,3.6,6.7,3.6,9.0
2806,Finance,Biotech,640914,862218,3398692,6.8,4.2,9.2,1.8,6.9
2807,Travel,SpaceTech,449920,5214326,0,3.3,5.1,7.9,1.2,2.9
2808,Finance,FinTech,556828,0,765343,6.7,8.5,6.2,3.5,6.3
2809,Food,EnergyTech,929371,5259702,3563934,6.3,1.6,3.3,5.0,7.2
2810,Food,Media,724938,0,1098619,2.1,1.3,5.1,6.8,2.8
2811,Technology,EdTech,277921,4134641,314968,3.8,7.5,9.4,3.2,3.4
2812,Fashion,Biotech,717621,1224990,756856,9.9,3.8,4.4,4.3,1.7
2813,Space,Medical,371082,0,0,5.3,1.4,7.4,9.6,8.7
2814,Energy,EnergyTech,519555,9380681,1858325,9.4,5.5,2.2,5.7,1.9
2815,Energy,Biotech,762095,2219344,200544,3.5,9.9,10.0,7.9,9.4
2816,Education,GreenTech,463319,2515589,3037142,8.5,5.7,4.0,8.6,7.2
2817,Security,SpaceTech,220119,4236081,894177,4.5,8.7,7.2,4.3,8.4
2818,Biotech,Media,528726,2639905,2756584,3.7,9.0,8.2,3.5,6.5
2819,Energy,Cybersecurity,245439,8182403,2112463,7.5,1.6,1.1,5.9,9.8
2820,Retail,FoodTech,797669,9543268,0,6.5,6.4,3.9,2.0,2.3
2821,Environment,SpaceTech,479002,2150129,2699707,9.1,6.9,8.1,9.4,4.1
2822,Real Estate,AI,214829,4356754,3379333,7.9,1.9,7.8,1.9,9.7
2823,Real Estate,Biotech,271477,8726126,1829086,4.0,7.4,3.7,1.6,2.0
2824,Finance,Logistics,439501,5596553,3082404,2.1,6.4,3.6,8.5,9.0
2825,Biotech,Media,292860,3025084,3112147,3.7,5.8,5.1,6.7,2.0
2826,Food,FoodTech,102626,8873476,1039529,1.1,7.6,6.6,0.5,0.3
2827,Travel,Cybersecurity,416736,5174659,0,8.6,5.3,4.0,4.6,9.8
2828,Biotech,FinTech,974504,5320420,0,8.0,3.5,4.1,5.3,2.7
2829,Fashion,Property,440069,4832361,550305,2.9,6.3,8.3,5.7,7.9
2830,Transportation,Medical,460338,0,2278237,5.3,3.9,5.1,3.0,8.8
2831,Environment,Biotech,122928,857815,2295679,9.9,9.3,3.4,2.3,4.2
2832,Real Estate,FoodTech,186463,7668280,2591351,6.0,6.9,2.7,3.3,2.5
2833,Fashion,SpaceTech,426190,4923895,0,7.0,2.9,9.4,4.6,9.8
2834,Transportation,GreenTech,443402,7108097,1394555,2.0,3.4,2.7,6.6,8.7
2835,Entertainment,Media,455228,4413928,1036171,1.1,3.8,4.0,7.2,9.0
2836,Entertainment,Medical,314558,3314374,1820740,1.1,8.1,5.5,3.0,8.5
2837,Technology,FinTech,811275,0,4640645,9.4,9.0,2.8,3.3,9.5
2838,Healthcare,E-commerce,705933,4010424,3576176,1.8,5.5,4.7,5.1,6.2
2839,Retail,TravelTech,357412,2397389,1148717,10.0,4.4,3.0,8.9,6.4
2840,Food,FinTech,841810,1218404,3207273,9.7,6.4,4.0,2.2,4.1
2841,Environment,Media,583579,8363159,0,1.2,2.7,7.0,9.3,3.6
2842,Biotech,Biotech,201504,2936881,3035742,7.0,3.4,6.2,3.7,4.9
2843,Retail,E-commerce,340434,6566959,0,2.0,1.0,6.0,9.7,3.9
2844,Real Estate,E-commerce,175437,8336325,2064065,1.4,5.8,7.5,5.8,2.2
2845,Energy,FoodTech,728780,2458788,3478820,6.2,2.5,4.7,8.7,9.9
2846,Healthcare,FinTech,576964,2888748,2710252,9.3,5.4,5.7,8.9,1.4
2847,Real Estate,EdTech,827546,997511,4735201,1.4,3.5,7.0,8.4,9.7
2848,Finance,SpaceTech,797307,0,1581260,4.9,7.6,7.8,6.9,4.9
2849,Real Estate,SpaceTech,666746,7203349,3873823,8.0,1.7,2.2,7.7,3.1
2850,Entertainment,TravelTech,729786,0,0,9.8,9.2,5.9,0.0,0.8
2851,Technology,SpaceTech,937151,4038414,2281628,9.9,1.6,4.1,4.2,9.1
2852,Retail,E-commerce,713816,0,840982,1.2,9.2,1.9,6.3,5.3
2853,Travel,FinTech,198526,9975536,652519,7.9,2.6,2.8,9.1,3.1
2854,Travel,Biotech,821255,3946480,1948473,7.2,8.6,4.4,3.8,5.5
2855,Security,Cybersecurity,284398,0,2173021,5.6,2.9,6.3,7.0,4.5
2856,Travel,EdTech,122981,1573580,0,6.3,7.8,8.6,6.0,1.7
2857,Retail,Medical,585609,8391063,0,3.0,3.3,2.7,6.3,5.5
2858,Finance,FoodTech,625847,9324990,3265313,6.1,6.7,2.5,0.8,0.1
2859,Space,TravelTech,737721,6820662,4657912,6.9,1.4,8.4,6.0,1.9
2860,Real Estate,EdTech,961322,0,967149,5.5,9.5,7.8,0.7,0.2
2861,Energy,AI,218451,1857075,0,2.4,9.2,5.4,1.6,9.8
2862,Environment,AI,745629,8944084,572390,1.5,4.6,9.0,4.9,4.8
2863,Real Estate,SpaceTech,572719,3772109,632751,9.0,8.8,8.5,1.2,5.9
2864,Real Estate,GreenTech,530353,3161312,3637461,7.7,2.6,9.1,1.4,6.5
2865,Technology,EnergyTech,652815,2447386,1265130,7.0,1.9,3.8,0.4,0.2
2866,Education,GreenTech,504692,1978919,2498235,9.1,8.6,1.8,2.1,3.6
2867,Real Estate,Cybersecurity,613854,9692445,0,9.9,3.1,5.2,3.7,8.3
2868,Energy,EnergyTech,259752,4594805,3177927,7.6,1.1,2.3,7.8,5.1
2869,Entertainment,TravelTech,311537,2591831,4071950,8.6,8.9,3.8,1.6,4.1
2870,Real Estate,Logistics,447676,0,3691912,1.2,1.5,2.5,3.0,8.9
2871,Fashion,Logistics,963598,3094643,0,2.0,4.5,6.2,3.1,5.6
2872,Education,FinTech,555097,3939151,1622242,4.9,2.5,3.6,9.4,3.8
2873,Energy,TravelTech,611485,723521,496759,8.4,6.2,9.8,5.5,1.2
2874,Education,TravelTech,578917,5643915,1000693,6.1,7.5,7.9,1.1,2.0
2875,Real Estate,Medical,289709,6872946,352830,7.5,1.5,4.9,5.7,9.4
2876,Healthcare,Medical,880346,3815197,1782901,9.0,3.0,3.3,6.2,9.2
2877,Transportation,AI,409499,7593396,1527041,8.5,3.9,5.6,5.5,4.5
2878,Entertainment,FinTech,335536,5579525,569134,4.4,5.5,7.3,8.9,6.7
2879,Biotech,FashionTech,603301,1731464,4920144,3.7,2.6,4.9,3.3,8.0
2880,Biotech,Property,836490,4699842,3724732,8.5,6.8,10.0,4.8,6.7
2881,Technology,FinTech,988732,1180074,3539149,1.7,7.2,6.1,9.7,9.1
2882,Transportation,E-commerce,940054,1604652,3601641,3.3,7.5,8.7,7.7,8.3
2883,Finance,GreenTech,542031,946742,0,3.0,2.1,5.9,7.7,2.6
2884,Healthcare,EdTech,955109,3455267,999154,7.7,7.3,4.2,8.3,7.8
2885,Fashion,FoodTech,123388,5611912,4533370,9.5,2.5,10.0,5.2,6.1
2886,Space,EdTech,889216,9860984,713658,5.5,1.7,3.5,2.8,4.5
2887,Transportation,EnergyTech,259714,0,3356888,3.7,4.7,4.0,4.3,8.5
2888,Biotech,SpaceTech,986145,5732072,4175442,1.3,1.9,4.9,2.7,1.3
2889,Travel,Media,602031,2894455,4153322,9.6,2.2,3.1,9.5,2.8
2890,Environment,FashionTech,804572,0,2499443,7.1,9.8,2.8,7.5,5.2
2891,Technology,AI,174353,5968018,0,5.1,3.7,2.0,9.4,9.1
2892,Fashion,TravelTech,621820,2034907,3204654,2.8,3.2,8.5,4.5,6.5
2893,Healthcare,Property,706433,5139288,3766575,4.1,8.4,2.6,1.6,5.1
2894,Environment,Logistics,260650,9321559,2455146,3.0,3.4,3.8,4.5,1.7
2895,Transportation,E-commerce,343163,9395638,3688913,2.3,5.4,4.3,1.6,8.0
2896,Environment,E-commerce,873613,7014095,1441766,8.9,6.8,2.6,4.9,9.7
2897,Healthcare,Property,586311,3892035,0,6.8,5.7,6.1,7.9,4.7
2898,Real Estate,TravelTech,373800,0,1153648,5.5,8.0,9.8,6.4,1.8
2899,Finance,Property,341071,1020691,373677,1.5,4.5,2.2,1.7,2.9
2900,Space,Cybersecurity,831514,7103143,456658,2.8,5.4,9.9,2.4,5.8
2901,Travel,FoodTech,459546,9048747,3910316,3.8,6.4,5.2,4.5,5.9
2902,Travel,FashionTech,568832,8666764,3685965,9.8,7.3,9.2,6.2,4.6
2903,Retail,AI,412650,9929697,4795313,9.1,6.2,4.2,3.8,7.6
2904,Retail,Media,381229,5260925,4915857,6.6,6.5,5.7,2.5,4.3
2905,Travel,TravelTech,220225,9466714,4641910,7.7,1.9,4.4,4.8,3.5
2906,Finance,Biotech,875175,4354446,3993058,9.7,6.3,2.5,2.1,7.4
2907,Travel,FashionTech,773764,5486223,3388996,7.9,6.6,2.5,3.8,9.0
2908,Healthcare,Biotech,938446,9956085,914773,7.2,4.9,4.9,3.7,8.0
2909,Energy,FoodTech,423203,1768566,0,8.9,6.8,3.7,7.0,4.2
2910,Finance,GreenTech,887748,4231238,1484176,9.3,1.1,8.1,9.0,6.3
2911,Space,FinTech,836597,7368551,4805493,3.1,7.2,8.8,9.4,1.1
2912,Healthcare,Logistics,165835,7093658,3870250,7.7,1.7,7.6,6.1,8.9
2913,Biotech,Logistics,238794,7704792,304437,8.7,5.4,8.1,6.6,8.4
2914,Finance,Cybersecurity,409730,6130849,0,7.4,1.8,1.1,8.8,8.2
2915,Security,AI,829248,0,3284418,1.4,8.0,4.1,2.1,4.0
2916,Food,SpaceTech,196543,909247,108428,5.5,5.4,9.5,0.9,0.1
2917,Energy,FoodTech,705622,1870195,1684530,2.1,1.8,3.0,0.6,0.1
2918,Transportation,Biotech,769995,8403143,4370410,9.8,6.5,9.9,1.8,8.6
2919,Fashion,TravelTech,537763,1237879,4707591,9.4,4.3,5.5,1.9,5.9
2920,Energy,Biotech,177842,851046,0,3.1,1.0,3.7,3.0,9.9
2921,Food,GreenTech,968804,9541623,4263608,5.7,5.6,1.7,4.1,5.0
2922,Retail,EnergyTech,953440,2778372,2475038,8.6,5.7,5.0,0.2,0.5
2923,Healthcare,EnergyTech,511483,3207546,3783158,3.6,6.1,9.9,9.9,6.9
2924,Fashion,EdTech,869149,9079173,3887033,4.0,2.1,7.4,1.1,4.4
2925,Energy,TravelTech,155673,0,794971,9.2,9.1,6.7,9.0,5.1
2926,Space,GreenTech,485831,577106,4230261,3.3,6.3,7.2,8.8,6.2
2927,Space,AI,643433,2015729,2262365,7.9,3.5,3.6,6.9,2.0
2928,Real Estate,TravelTech,704938,9353985,270586,5.5,7.7,1.9,7.9,8.1
2929,Real Estate,FoodTech,292183,0,4788804,7.5,4.6,9.7,2.2,9.3
2930,Real Estate,Logistics,216603,0,4781829,7.3,6.4,4.8,7.0,1.5
2931,Security,FinTech,483531,5014468,3789862,7.7,8.6,4.6,2.9,6.8
2932,Space,Media,471289,521968,822452,3.3,8.0,8.7,6.2,6.0
2933,Retail,Cybersecurity,584272,2485936,1897057,9.2,4.9,1.7,3.6,8.2
2934,Entertainment,FinTech,986056,0,3265045,4.1,8.0,6.1,5.3,1.9
2935,Space,Property,782336,7006401,1726792,2.7,5.4,7.7,0.6,0.5
2936,Travel,EdTech,728301,5111379,2280476,9.1,6.2,4.1,2.4,2.8
2937,Environment,FoodTech,533756,8447710,3860467,1.0,8.9,2.2,5.8,3.3
2938,Real Estate,FinTech,504119,3039736,1397873,3.3,2.2,1.5,9.0,3.4
2939,Travel,Property,481542,0,244169,1.3,5.1,5.5,0.4,0.1
2940,Fashion,Media,681198,0,952249,1.5,4.6,5.4,6.0,6.1
2941,Biotech,Media,581154,9692529,3839739,6.5,7.7,2.1,8.6,5.5
2942,Space,Logistics,701135,9945421,1538258,7.1,7.3,4.6,4.0,4.4
2943,Biotech,Property,963337,1693656,2196311,4.7,6.8,6.7,0.1,0.1
2944,Technology,E-commerce,137791,6035685,1727516,1.1,9.9,7.0,8.0,2.8
2945,Education,AI,241806,0,774042,4.6,8.5,7.1,3.6,1.7
2946,Real Estate,AI,312384,4965167,1220241,1.9,8.8,8.8,8.8,4.6
2947,Healthcare,Medical,273279,2278492,1621880,9.7,3.1,3.8,6.8,3.0
2948,Healthcare,SpaceTech,589618,9872029,1390020,5.8,7.5,4.5,1.6,5.0
2949,Security,FashionTech,649437,2411206,0,4.1,9.1,2.7,1.4,4.5
2950,Fashion,Medical,275802,7470011,1679898,6.8,8.1,9.6,3.1,5.9
2951,Space,Biotech,539750,0,159336,5.7,7.8,5.7,1.5,4.9
2952,Technology,Logistics,375065,3860870,4694285,3.6,1.8,7.1,7.9,3.7
2953,Space,EdTech,938903,0,0,9.8,1.5,8.2,0.7,0.5
2954,Food,FoodTech,419596,6979310,0,4.8,6.5,5.5,7.0,3.0
2955,Travel,FoodTech,153482,1689423,0,2.4,4.8,8.9,9.8,6.8
2956,Energy,Cybersecurity,400990,4269875,2720711,6.5,7.3,6.9,0.8,0.5
2957,Fashion,E-commerce,976053,5475381,2225333,7.1,7.4,5.3,0.7,0.6
2958,Energy,FinTech,598858,7649655,4359866,3.4,9.7,5.5,5.6,8.1
2959,Transportation,Logistics,442877,9811228,4570395,9.2,2.6,4.4,2.0,1.3
2960,Travel,Property,687208,8811655,3316231,6.6,2.2,10.0,4.3,6.3
2961,Education,SpaceTech,433715,2066920,0,4.3,7.6,2.0,4.1,8.0
2962,Education,FinTech,741403,4922099,3631271,2.4,4.5,6.1,8.7,3.4
2963,Entertainment,FashionTech,937124,4156935,2299335,7.2,5.8,1.5,9.8,3.9
2964,Finance,EnergyTech,681681,4089802,2301829,1.5,7.8,7.7,2.1,8.8
2965,Environment,Media,497674,2055372,1512189,7.0,7.4,7.0,4.9,1.0
2966,Space,Property,461586,0,1742639,5.4,3.7,4.4,4.5,1.8
2967,Fashion,FashionTech,185466,4597027,2241193,3.4,9.7,8.6,0.2,0.2
2968,Security,Medical,674708,1200056,2363018,9.4,1.6,9.7,1.8,7.1
2969,Healthcare,Media,471030,6890945,697414,1.3,7.9,4.3,1.4,9.9
2970,Biotech,Biotech,445366,4570058,0,8.6,5.4,9.6,1.9,4.6
2971,Retail,GreenTech,864687,4496086,1639659,1.7,9.6,7.1,5.6,6.6
2972,Security,Logistics,938861,6956019,1122601,7.6,7.0,8.6,2.6,6.1
2973,Security,TravelTech,866667,1006656,2774929,9.7,5.7,9.4,8.9,4.9
2974,Food,SpaceTech,917077,7344960,265335,3.6,8.5,7.7,2.7,9.9
2975,Energy,Medical,216811,9406511,3433140,2.5,5.3,7.7,7.9,1.9
2976,Education,Biotech,373623,9401931,809915,2.6,2.6,7.5,7.7,3.7
2977,Real Estate,EnergyTech,858383,9279523,4554776,9.4,7.3,9.5,7.0,5.1
2978,Energy,FinTech,829060,3143974,4287009,1.5,8.2,8.6,6.6,7.6
2979,Fashion,GreenTech,197786,3015976,1159167,2.4,9.9,3.1,6.0,2.1
2980,Environment,Media,847023,1482493,1291891,6.6,5.3,9.5,7.2,9.4
2981,Finance,E-commerce,753607,0,2388865,10.0,2.1,5.8,7.6,2.9
2982,Travel,FoodTech,689954,0,497885,7.2,3.4,7.7,2.8,5.7
2983,Food,FoodTech,724733,7018325,4843628,3.8,4.7,2.0,4.4,6.9
2984,Fashion,AI,797498,9601961,2485630,1.2,7.0,3.6,2.7,9.5
2985,Travel,Cybersecurity,450958,0,4677990,4.0,1.1,2.5,9.3,2.0
2986,Biotech,TravelTech,514890,6136479,3746100,9.4,10.0,4.3,3.8,3.9
2987,Technology,E-commerce,648881,7341037,4972477,9.1,8.5,4.0,0.5,0.8
2988,Food,TravelTech,919706,9444360,330552,7.1,6.0,1.8,3.3,7.3
2989,Food,GreenTech,220006,8519676,0,4.1,7.3,1.9,5.5,9.2
2990,Environment,SpaceTech,552638,711760,3078166,4.7,3.9,9.2,7.8,3.2
2991,Retail,FoodTech,603429,7385546,636958,6.4,2.5,1.7,6.0,8.0
2992,Real Estate,Cybersecurity,256078,5497617,465060,2.5,6.2,7.2,7.4,3.3
2993,Entertainment,SpaceTech,224434,777570,0,7.8,3.0,3.9,7.9,2.7
2994,Food,Medical,359230,2296095,4831014,6.2,2.6,6.2,2.5,7.5
2995,Healthcare,FinTech,216713,9958226,780665,8.0,3.4,1.4,4.1,5.9
2996,Environment,FashionTech,234505,0,0,9.5,7.0,5.8,7.1,5.6
2997,Technology,FashionTech,784807,5061497,0,2.6,1.2,1.1,9.3,6.6
2998,Entertainment,Logistics,672194,6001399,644081,1.7,7.9,9.1,4.9,2.1
2999,Security,FinTech,742839,6276703,4435663,9.8,8.5,6.4,9.9,6.1
3000,Entertainment,Logistics,983717,4251476,3483609,2.2,2.1,8.2,0.2,0.6
3001,Real Estate,FinTech,388183,4967033,1722395,1.5,7.1,2.8,2.2,4.8
3002,Food,Medical,978230,2659149,939806,5.3,4.5,3.9,9.7,1.5
3003,Environment,AI,907365,7946760,0,5.7,8.1,6.8,3.6,2.2
3004,Transportation,EdTech,726486,1295203,2342493,8.6,5.6,4.0,4.4,4.5
3005,Transportation,FinTech,723090,0,3360077,3.9,9.1,3.0,2.0,8.8
3006,Fashion,Cybersecurity,689933,8585641,1254233,4.3,6.9,7.1,3.9,8.4
3007,Education,Medical,352917,6043615,0,9.0,1.2,6.9,0.1,0.3
3008,Technology,E-commerce,903752,4586105,0,4.7,4.1,4.1,8.5,3.3
3009,Retail,E-commerce,143253,2782630,4273551,5.3,8.5,9.1,6.6,3.0
3010,Technology,EdTech,642151,5957746,4604525,2.3,6.7,6.8,9.8,4.4
3011,Healthcare,FinTech,183979,7963222,3353978,3.9,1.7,5.0,8.1,1.9
3012,Travel,Media,436697,527549,1256285,8.5,7.6,10.0,0.7,0.5
3013,Finance,GreenTech,830545,7857554,2892959,1.2,9.0,6.7,4.9,7.2
3014,Biotech,FoodTech,274769,0,3370363,4.5,3.2,6.0,0.3,1.0
3015,Healthcare,EdTech,587544,4465875,0,7.4,3.0,6.5,4.3,5.9
3016,Real Estate,Media,236115,5510956,2871088,7.6,1.9,8.4,2.9,1.8
3017,Security,GreenTech,700583,4073072,2834218,8.3,2.8,8.6,5.7,5.6
3018,Transportation,Media,436578,0,2526885,5.1,4.3,5.1,8.2,4.0
3019,Transportation,Logistics,998934,5803515,3745317,3.2,9.4,2.8,6.3,5.0
3020,Transportation,GreenTech,337202,1473642,2326679,6.6,5.5,1.8,3.8,1.2
3021,Travel,TravelTech,463787,6852748,363476,5.6,2.6,3.9,5.9,6.0
3022,Biotech,Logistics,411680,6942770,1147565,2.1,1.0,1.3,4.3,4.2
3023,Healthcare,AI,492746,3407196,0,3.0,2.9,10.0,3.0,6.7
3024,Travel,EnergyTech,247871,2341163,2736227,1.3,4.0,7.8,5.8,9.6
3025,Energy,E-commerce,464273,5871514,0,7.3,6.3,5.6,7.3,8.5
3026,Travel,Logistics,533497,5415491,3208983,4.4,8.0,9.3,4.6,2.3
3027,Travel,AI,338173,0,2150993,5.0,7.5,2.7,9.9,6.9
3028,Fashion,FinTech,915757,7089074,564340,6.1,5.1,4.2,4.0,5.0
3029,Energy,GreenTech,872605,0,692709,6.8,9.0,9.6,1.9,5.1
3030,Environment,FashionTech,562546,0,1828330,8.3,2.8,2.5,7.3,1.1
3031,Fashion,FashionTech,604274,0,4240022,5.7,5.5,6.5,0.9,0.1
3032,Finance,FinTech,392136,740869,1203681,1.6,3.1,4.1,0.3,0.9
3033,Biotech,GreenTech,763834,2363225,1986055,5.7,5.5,9.5,3.0,5.2
3034,Space,E-commerce,757648,8908239,1400086,7.5,5.2,8.7,9.7,6.2
3035,Transportation,Media,394492,9371671,1510003,9.0,4.7,2.1,1.2,3.3
3036,Food,EdTech,123255,6050537,3693574,2.8,1.8,1.7,9.7,6.0
3037,Retail,Cybersecurity,376184,7661767,4196826,6.3,1.2,2.1,3.1,6.8
3038,Energy,SpaceTech,260688,8916268,1473365,2.1,1.8,2.5,9.3,5.6
3039,Space,GreenTech,745865,4098911,1963995,9.1,9.3,8.7,6.7,2.0
3040,Space,FashionTech,761870,0,0,2.5,9.1,2.8,0.7,0.4
3041,Security,Medical,340117,5085858,4343542,4.9,5.1,9.0,1.9,5.5
3042,Environment,TravelTech,896953,1407188,2604542,8.9,9.1,2.5,5.0,2.1
3043,Education,Property,457079,0,2641030,1.5,7.3,1.1,0.5,0.5
3044,Transportation,SpaceTech,147286,4216915,3395848,6.8,4.3,2.4,4.3,1.7
3045,Entertainment,FashionTech,859650,0,4055877,5.3,3.9,7.8,9.4,8.4
3046,Real Estate,EnergyTech,414659,5773286,4895192,1.7,3.9,9.1,6.8,2.4
3047,Space,Property,353261,0,654087,1.3,2.6,1.5,4.8,2.5
3048,Space,SpaceTech,259413,8922759,0,5.0,3.9,8.5,2.4,7.2
3049,Healthcare,Property,836301,4757098,2410974,4.3,6.1,8.3,3.3,1.3
3050,Technology,FinTech,293556,3732175,1934406,6.8,6.6,1.8,0.7,0.2
3051,Biotech,TravelTech,660137,8788003,2293395,5.6,6.2,2.1,3.0,5.4
3052,Energy,Medical,790273,7357564,1580744,3.3,4.0,5.4,9.4,9.9
3053,Education,Biotech,817896,2583063,4475241,9.8,3.5,4.1,1.3,3.0
3054,Travel,Media,643062,0,4263874,7.0,8.9,2.9,1.8,8.6
3055,Technology,EdTech,546957,7646907,3031631,4.7,6.2,3.3,4.2,8.3
3056,Real Estate,Biotech,376598,1823187,4269520,8.2,5.0,6.8,8.5,7.5
3057,Biotech,SpaceTech,683900,8620476,1644980,9.9,5.2,9.6,5.6,8.2
3058,Entertainment,Biotech,324140,9613535,4585203,7.8,8.1,2.6,8.8,2.3
3059,Retail,FoodTech,588374,5187274,4034600,5.4,7.4,5.0,3.0,5.3
3060,Energy,Biotech,617117,8299581,0,6.0,2.2,7.8,6.7,6.8
3061,Energy,TravelTech,768990,9993132,3052403,3.3,1.2,5.2,1.3,5.0
3062,Technology,FinTech,314532,6156251,4353733,2.2,4.9,9.7,6.5,9.4
3063,Entertainment,Property,271744,0,2921957,7.0,2.2,5.9,7.4,1.2
3064,Energy,Property,411261,2618738,4462572,9.5,3.8,4.7,6.3,8.0
3065,Real Estate,Media,588153,3861018,199947,7.6,1.2,7.9,0.4,0.7
3066,Environment,E-commerce,444949,6711467,1076391,6.2,6.7,3.2,1.8,5.5
3067,Space,AI,881163,6085562,1756050,3.3,1.9,4.6,3.8,2.9
3068,Finance,TravelTech,613472,1201723,1486585,9.6,2.7,7.1,3.0,9.6
3069,Finance,TravelTech,414459,4201997,0,2.1,5.4,8.8,2.2,4.2
3070,Space,E-commerce,772053,1739341,362961,9.6,4.1,6.2,5.6,6.4
3071,Real Estate,Cybersecurity,690478,5861118,4610001,1.3,2.8,1.8,7.0,6.3
3072,Energy,SpaceTech,905793,0,2510891,8.7,1.4,3.5,0.7,1.0
3073,Healthcare,Property,299474,0,336094,5.9,2.4,9.9,4.4,6.6
3074,Biotech,E-commerce,107319,1408398,0,7.7,1.6,2.2,7.2,8.5
3075,Finance,SpaceTech,249576,9666934,2220541,3.3,5.7,1.1,7.4,2.6
3076,Entertainment,EdTech,304774,8039071,361512,3.3,2.0,8.7,3.8,5.3
3077,Food,Logistics,752023,3336312,4577284,4.6,3.4,8.7,9.6,4.0
3078,Food,Biotech,478841,8253036,1935242,2.5,9.0,6.9,3.3,6.3
3079,Entertainment,Logistics,131390,5655573,2211952,6.6,2.3,8.6,9.7,2.6
3080,Energy,FinTech,778017,0,3210139,5.5,3.1,4.7,9.6,8.0
3081,Food,EnergyTech,804299,9482419,2434711,9.0,5.2,5.5,1.3,3.8
3082,Entertainment,E-commerce,320206,0,0,5.3,1.7,2.7,7.1,1.8
3083,Finance,AI,437019,0,4057139,4.5,3.6,2.2,9.4,2.6
3084,Education,EnergyTech,265125,9583088,4992949,9.3,4.8,3.8,9.3,8.9
3085,Space,TravelTech,901229,9710466,705055,7.9,1.3,5.1,9.1,4.3
3086,Food,FashionTech,343130,7914943,975172,6.7,1.5,5.4,3.5,1.9
3087,Healthcare,TravelTech,190847,5020864,3157976,9.0,6.9,5.1,8.0,5.7
3088,Transportation,Cybersecurity,766161,8025270,776800,1.9,8.1,6.9,8.1,5.9
3089,Technology,Media,462914,9683976,0,5.9,5.6,5.5,0.4,0.1
3090,Entertainment,FoodTech,676773,7122642,346621,5.3,8.5,9.9,2.2,5.3
3091,Security,FashionTech,988786,3111456,2988231,9.0,5.2,1.7,3.9,4.3
3092,Food,FinTech,524126,5695078,2463317,2.6,6.1,7.4,7.0,5.7
3093,Fashion,GreenTech,101844,0,0,7.3,4.9,4.7,2.9,9.3
3094,Education,EnergyTech,723691,3051184,1432031,2.4,4.0,5.8,8.6,5.8
3095,Technology,Property,492458,6444478,3001723,1.8,1.4,4.0,8.2,6.4
3096,Finance,E-commerce,555906,4086177,4039054,1.5,4.9,8.8,0.7,0.9
3097,Finance,E-commerce,762871,9864823,257229,3.6,5.2,5.6,1.0,9.4
3098,Travel,FashionTech,905598,1918802,590265,1.3,3.5,1.2,3.3,2.7
3099,Healthcare,GreenTech,761956,8012839,4624241,2.1,7.1,5.4,6.5,8.0
3100,Technology,SpaceTech,949929,0,2287828,2.9,9.1,8.0,9.3,9.8
3101,Security,FashionTech,671650,1565349,4140204,7.4,3.6,5.2,5.1,7.2
3102,Retail,GreenTech,290825,2550558,203744,1.8,6.3,3.7,1.6,5.9
3103,Retail,EdTech,687974,8578631,4387056,2.1,5.3,4.1,8.0,9.9
3104,Security,FashionTech,415128,7115508,0,9.3,7.8,6.7,3.5,8.1
3105,Travel,Cybersecurity,341704,7249814,3442176,7.0,2.4,2.0,9.3,6.8
3106,Space,EdTech,590019,0,1486996,5.3,7.2,8.9,2.3,2.5
3107,Environment,GreenTech,744667,5637945,0,5.0,8.0,8.8,7.5,7.8
3108,Security,FinTech,279337,6001452,2397898,4.4,1.2,4.7,2.1,5.4
3109,Healthcare,E-commerce,589636,3616472,3828244,4.5,6.7,3.4,8.2,3.6
3110,Finance,Biotech,413186,7422896,1826177,5.3,3.5,7.9,2.9,2.3
3111,Real Estate,Biotech,159579,0,1016583,4.5,9.0,2.6,3.2,7.3
3112,Entertainment,FoodTech,829753,0,3252485,2.9,1.7,7.9,6.2,3.5
3113,Biotech,EdTech,369766,4169739,3626266,1.3,4.7,10.0,4.7,2.3
3114,Finance,EdTech,581968,0,3976528,6.8,8.5,9.0,0.9,0.6
3115,Healthcare,Media,326404,3706485,0,8.1,7.6,6.6,7.6,3.0
3116,Energy,AI,711614,3567047,0,2.5,2.5,6.3,9.3,3.3
3117,Biotech,Property,395704,5150629,4626795,4.0,8.0,3.6,0.8,0.3
